-1.02286 , -0.31000 , 18
-1.02286 , -0.30000 , 18
-1.02286 , -0.29000 , 21
-1.02286 , -0.28000 , 80
-1.02286 , -0.27000 , 48
-1.02286 , -0.26000 , 65
-1.02286 , -0.25000 , 277
-1.02286 , -0.24000 , 700
-1.02286 , -0.23000 , 700
-1.02286 , -0.22000 , 700
-1.02286 , -0.21000 , 700
-1.02286 , -0.20000 , 700
-1.02286 , -0.19000 , 700
-1.02286 , -0.18000 , 700
-1.02286 , -0.17000 , 700
-1.02286 , -0.16000 , 700
-1.02286 , -0.15000 , 700
-1.02286 , -0.14000 , 700
-1.02286 , -0.13000 , 700
-1.02286 , -0.12000 , 700
-1.02286 , -0.11000 , 700
-1.02286 , -0.10000 , 700
-1.02286 , -0.09000 , 700
-1.02286 , -0.08000 , 700
-1.02286 , -0.07000 , 700
-1.02286 , -0.06000 , 700
-1.02286 , -0.05000 , 700
-1.02286 , -0.04000 , 700
-1.02286 , -0.03000 , 700
-1.02286 , -0.02000 , 700
-1.02286 , -0.01000 , 700
-1.02286 , 0.00000 , 700
-1.02286 , 0.01000 , 700
-1.02286 , 0.02000 , 700
-1.02286 , 0.03000 , 700
-1.02286 , 0.04000 , 700
-1.02286 , 0.05000 , 700
-1.02286 , 0.06000 , 700
-1.02286 , 0.07000 , 700
-1.02286 , 0.08000 , 700
-1.02286 , 0.09000 , 700
-1.02286 , 0.10000 , 700
-1.02286 , 0.11000 , 700
-1.02286 , 0.12000 , 700
-1.02286 , 0.13000 , 700
-1.02286 , 0.14000 , 700
-1.02286 , 0.15000 , 700
-1.02286 , 0.16000 , 700
-1.02286 , 0.17000 , 700
-1.02286 , 0.18000 , 700
-1.02286 , 0.19000 , 700
-1.02286 , 0.20000 , 700
-1.02286 , 0.21000 , 700
-1.02286 , 0.22000 , 700
-1.02286 , 0.23000 , 700
-1.02286 , 0.24000 , 700
-1.02286 , 0.25000 , 277
-1.02286 , 0.26000 , 65
-1.02286 , 0.27000 , 48
-1.02286 , 0.28000 , 80
-1.02286 , 0.29000 , 21
-1.02286 , 0.30000 , 18
-1.02286 , 0.31000 , 18
-1.02286 , 0.32000 , 19
-1.02286 , 0.33000 , 22
-1.02286 , 0.34000 , 14
-1.02286 , 0.35000 , 13
-1.02286 , 0.36000 , 16
-1.02286 , 0.37000 , 20
-1.02286 , 0.38000 , 14
-1.02286 , 0.39000 , 9
-1.02286 , 0.40000 , 7
-1.02286 , 0.41000 , 6
-1.02286 , 0.42000 , 6
-1.02286 , 0.43000 , 6
-1.02286 , 0.44000 , 5
-1.02286 , 0.45000 , 5
-1.02286 , 0.46000 , 5
-1.02286 , 0.47000 , 5
-1.02286 , 0.48000 , 5
-1.02286 , 0.49000 , 5
-1.02286 , 0.50000 , 5
-1.02286 , 0.51000 , 5
-1.02286 , 0.52000 , 5
-1.02286 , 0.53000 , 5
-1.02286 , 0.54000 , 5
-1.02286 , 0.55000 , 5
-1.02286 , 0.56000 , 5
-1.02286 , 0.57000 , 5
-1.02286 , 0.58000 , 5
-1.02286 , 0.59000 , 4
-1.02286 , 0.60000 , 4
-1.02286 , 0.61000 , 4
-1.02286 , 0.62000 , 4
-1.02286 , 0.63000 , 4
-1.02286 , 0.64000 , 4
-1.02286 , 0.65000 , 4
-1.02286 , 0.66000 , 4
-1.02286 , 0.67000 , 4
-1.02286 , 0.68000 , 4
-1.02286 , 0.69000 , 4
-1.02286 , 0.70000 , 4
-1.02286 , 0.71000 , 4
-1.02286 , 0.72000 , 4
-1.02286 , 0.73000 , 3
-1.02286 , 0.74000 , 3
-1.02286 , 0.75000 , 3
-1.02286 , 0.76000 , 3
-1.02286 , 0.77000 , 3
-1.02286 , 0.78000 , 3
-1.02286 , 0.79000 , 3
-1.02286 , 0.80000 , 3
-1.02286 , 0.81000 , 3
-1.02286 , 0.82000 , 3
-1.02286 , 0.83000 , 3
-1.02286 , 0.84000 , 3
-1.02286 , 0.85000 , 3
-1.02286 , 0.86000 , 3
-1.02286 , 0.87000 , 3
-1.02286 , 0.88000 , 3
-1.02286 , 0.89000 , 3
-1.02286 , 0.90000 , 3
-1.02286 , 0.91000 , 3
-1.02286 , 0.92000 , 3
-1.02286 , 0.93000 , 3
-1.02286 , 0.94000 , 3
-1.02286 , 0.95000 , 3
-1.02286 , 0.96000 , 3
-1.02286 , 0.97000 , 3
-1.02286 , 0.98000 , 3
-1.02286 , 0.99000 , 3
-1.01286 , -1.00000 , 3
-1.01286 , -0.99000 , 3
-1.01286 , -0.98000 , 3
-1.01286 , -0.97000 , 3
-1.01286 , -0.96000 , 3
-1.01286 , -0.95000 , 3
-1.01286 , -0.94000 , 3
-1.01286 , -0.93000 , 3
-1.01286 , -0.92000 , 3
-1.01286 , -0.91000 , 3
-1.01286 , -0.90000 , 3
-1.01286 , -0.89000 , 3
-1.01286 , -0.88000 , 3
-1.01286 , -0.87000 , 3
-1.01286 , -0.86000 , 3
-1.01286 , -0.85000 , 3
-1.01286 , -0.84000 , 3
-1.01286 , -0.83000 , 3
-1.01286 , -0.82000 , 3
-1.01286 , -0.81000 , 3
-1.01286 , -0.80000 , 3
-1.01286 , -0.79000 , 3
-1.01286 , -0.78000 , 3
-1.01286 , -0.77000 , 3
-1.01286 , -0.76000 , 3
-1.01286 , -0.75000 , 3
-1.01286 , -0.74000 , 3
-1.01286 , -0.73000 , 4
-1.01286 , -0.72000 , 4
-1.01286 , -0.71000 , 4
-1.01286 , -0.70000 , 4
-1.01286 , -0.69000 , 4
-1.01286 , -0.68000 , 4
-1.01286 , -0.67000 , 4
-1.01286 , -0.66000 , 4
-1.01286 , -0.65000 , 4
-1.01286 , -0.64000 , 4
-1.01286 , -0.63000 , 4
-1.01286 , -0.62000 , 4
-1.01286 , -0.61000 , 4
-1.01286 , -0.60000 , 4
-1.01286 , -0.59000 , 5
-1.01286 , -0.58000 , 5
-1.01286 , -0.57000 , 5
-1.01286 , -0.56000 , 5
-1.01286 , -0.55000 , 5
-1.01286 , -0.54000 , 5
-1.01286 , -0.53000 , 5
-1.01286 , -0.52000 , 5
-1.01286 , -0.51000 , 5
-1.01286 , -0.50000 , 5
-1.01286 , -0.49000 , 5
-1.01286 , -0.48000 , 5
-1.01286 , -0.47000 , 5
-1.01286 , -0.46000 , 5
-1.01286 , -0.45000 , 5
-1.01286 , -0.44000 , 5
-1.01286 , -0.43000 , 6
-1.01286 , -0.42000 , 6
-1.01286 , -0.41000 , 6
-1.01286 , -0.40000 , 7
-1.01286 , -0.39000 , 8
-1.01286 , -0.38000 , 10
-1.01286 , -0.37000 , 14
-1.01286 , -0.36000 , 12
-1.01286 , -0.35000 , 11
-1.01286 , -0.34000 , 12
-1.01286 , -0.33000 , 16
-1.01286 , -0.32000 , 28
-1.01286 , -0.31000 , 45
-1.01286 , -0.30000 , 23
-1.01286 , -0.29000 , 25
-1.01286 , -0.28000 , 96
-1.01286 , -0.27000 , 700
-1.01286 , -0.26000 , 700
-1.01286 , -0.25000 , 700
-1.01286 , -0.24000 , 700
-1.01286 , -0.23000 , 700
-1.01286 , -0.22000 , 700
-1.01286 , -0.21000 , 700
-1.01286 , -0.20000 , 700
-1.01286 , -0.19000 , 700
-1.01286 , -0.18000 , 700
-1.01286 , -0.17000 , 700
-1.01286 , -0.16000 , 700
-1.01286 , -0.15000 , 700
-1.01286 , -0.14000 , 700
-1.01286 , -0.13000 , 700
-1.01286 , -0.12000 , 700
-1.01286 , -0.11000 , 700
-1.01286 , -0.10000 , 700
-1.01286 , -0.09000 , 700
-1.01286 , -0.08000 , 700
-1.01286 , -0.07000 , 700
-1.01286 , -0.06000 , 700
-1.01286 , -0.05000 , 700
-1.01286 , -0.04000 , 700
-1.01286 , -0.03000 , 700
-1.01286 , -0.02000 , 700
-1.01286 , -0.01000 , 700
-1.01286 , 0.00000 , 700
-1.01286 , 0.01000 , 700
-1.01286 , 0.02000 , 700
-1.01286 , 0.03000 , 700
-1.01286 , 0.04000 , 700
-1.01286 , 0.05000 , 700
-1.01286 , 0.06000 , 700
-1.01286 , 0.07000 , 700
-1.01286 , 0.08000 , 700
-1.01286 , 0.09000 , 700
-1.01286 , 0.10000 , 700
-1.01286 , 0.11000 , 700
-1.01286 , 0.12000 , 700
-1.01286 , 0.13000 , 700
-1.01286 , 0.14000 , 700
-1.01286 , 0.15000 , 700
-1.01286 , 0.16000 , 700
-1.01286 , 0.17000 , 700
-1.01286 , 0.18000 , 700
-1.01286 , 0.19000 , 700
-1.01286 , 0.20000 , 700
-1.01286 , 0.21000 , 700
-1.01286 , 0.22000 , 700
-1.01286 , 0.23000 , 700
-1.01286 , 0.24000 , 700
-1.01286 , 0.25000 , 700
-1.01286 , 0.26000 , 700
-1.01286 , 0.27000 , 700
-1.01286 , 0.28000 , 96
-1.01286 , 0.29000 , 25
-1.01286 , 0.30000 , 23
-1.01286 , 0.31000 , 45
-1.01286 , 0.32000 , 28
-1.01286 , 0.33000 , 16
-1.01286 , 0.34000 , 12
-1.01286 , 0.35000 , 11
-1.01286 , 0.36000 , 12
-1.01286 , 0.37000 , 14
-1.01286 , 0.38000 , 10
-1.01286 , 0.39000 , 8
-1.01286 , 0.40000 , 7
-1.01286 , 0.41000 , 6
-1.01286 , 0.42000 , 6
-1.01286 , 0.43000 , 6
-1.01286 , 0.44000 , 5
-1.01286 , 0.45000 , 5
-1.01286 , 0.46000 , 5
-1.01286 , 0.47000 , 5
-1.01286 , 0.48000 , 5
-1.01286 , 0.49000 , 5
-1.01286 , 0.50000 , 5
-1.01286 , 0.51000 , 5
-1.01286 , 0.52000 , 5
-1.01286 , 0.53000 , 5
-1.01286 , 0.54000 , 5
-1.01286 , 0.55000 , 5
-1.01286 , 0.56000 , 5
-1.01286 , 0.57000 , 5
-1.01286 , 0.58000 , 5
-1.01286 , 0.59000 , 5
-1.01286 , 0.60000 , 4
-1.01286 , 0.61000 , 4
-1.01286 , 0.62000 , 4
-1.01286 , 0.63000 , 4
-1.01286 , 0.64000 , 4
-1.01286 , 0.65000 , 4
-1.01286 , 0.66000 , 4
-1.01286 , 0.67000 , 4
-1.01286 , 0.68000 , 4
-1.01286 , 0.69000 , 4
-1.01286 , 0.70000 , 4
-1.01286 , 0.71000 , 4
-1.01286 , 0.72000 , 4
-1.01286 , 0.73000 , 4
-1.01286 , 0.74000 , 3
-1.01286 , 0.75000 , 3
-1.01286 , 0.76000 , 3
-1.01286 , 0.77000 , 3
-1.01286 , 0.78000 , 3
-1.01286 , 0.79000 , 3
-1.01286 , 0.80000 , 3
-1.01286 , 0.81000 , 3
-1.01286 , 0.82000 , 3
-1.01286 , 0.83000 , 3
-1.01286 , 0.84000 , 3
-1.01286 , 0.85000 , 3
-1.01286 , 0.86000 , 3
-1.01286 , 0.87000 , 3
-1.01286 , 0.88000 , 3
-1.01286 , 0.89000 , 3
-1.01286 , 0.90000 , 3
-1.01286 , 0.91000 , 3
-1.01286 , 0.92000 , 3
-1.01286 , 0.93000 , 3
-1.01286 , 0.94000 , 3
-1.01286 , 0.95000 , 3
-1.01286 , 0.96000 , 3
-1.01286 , 0.97000 , 3
-1.01286 , 0.98000 , 3
-1.01286 , 0.99000 , 3
-1.00286 , -1.00000 , 3
-1.00286 , -0.99000 , 3
-1.00286 , -0.98000 , 3
-1.00286 , -0.97000 , 3
-1.00286 , -0.96000 , 3
-1.00286 , -0.95000 , 3
-1.00286 , -0.94000 , 3
-1.00286 , -0.93000 , 3
-1.00286 , -0.92000 , 3
-1.00286 , -0.91000 , 3
-1.00286 , -0.90000 , 3
-1.00286 , -0.89000 , 3
-1.00286 , -0.88000 , 3
-1.00286 , -0.87000 , 3
-1.00286 , -0.86000 , 3
-1.00286 , -0.85000 , 3
-1.00286 , -0.84000 , 3
-1.00286 , -0.83000 , 3
-1.00286 , -0.82000 , 3
-1.00286 , -0.81000 , 3
-1.00286 , -0.80000 , 3
-1.00286 , -0.79000 , 3
-1.00286 , -0.78000 , 3
-1.00286 , -0.77000 , 3
-1.00286 , -0.76000 , 3
-1.00286 , -0.75000 , 3
-1.00286 , -0.74000 , 4
-1.00286 , -0.73000 , 4
-1.00286 , -0.72000 , 4
-1.00286 , -0.71000 , 4
-1.00286 , -0.70000 , 4
-1.00286 , -0.69000 , 4
-1.00286 , -0.68000 , 4
-1.00286 , -0.67000 , 4
-1.00286 , -0.66000 , 4
-1.00286 , -0.65000 , 4
-1.00286 , -0.64000 , 4
-1.00286 , -0.63000 , 4
-1.00286 , -0.62000 , 4
-1.00286 , -0.61000 , 4
-1.00286 , -0.60000 , 4
-1.00286 , -0.59000 , 5
-1.00286 , -0.58000 , 5
-1.00286 , -0.57000 , 5
-1.00286 , -0.56000 , 5
-1.00286 , -0.55000 , 5
-1.00286 , -0.54000 , 5
-1.00286 , -0.53000 , 5
-1.00286 , -0.52000 , 5
-1.00286 , -0.51000 , 5
-1.00286 , -0.50000 , 5
-1.00286 , -0.49000 , 5
-1.00286 , -0.48000 , 5
-1.00286 , -0.47000 , 5
-1.00286 , -0.46000 , 5
-1.00286 , -0.45000 , 5
-1.00286 , -0.44000 , 5
-1.00286 , -0.43000 , 6
-1.00286 , -0.42000 , 6
-1.00286 , -0.41000 , 6
-1.00286 , -0.40000 , 7
-1.00286 , -0.39000 , 8
-1.00286 , -0.38000 , 8
-1.00286 , -0.37000 , 9
-1.00286 , -0.36000 , 10
-1.00286 , -0.35000 , 10
-1.00286 , -0.34000 , 11
-1.00286 , -0.33000 , 13
-1.00286 , -0.32000 , 17
-1.00286 , -0.31000 , 58
-1.00286 , -0.30000 , 36
-1.00286 , -0.29000 , 96
-1.00286 , -0.28000 , 700
-1.00286 , -0.27000 , 700
-1.00286 , -0.26000 , 700
-1.00286 , -0.25000 , 700
-1.00286 , -0.24000 , 700
-1.00286 , -0.23000 , 700
-1.00286 , -0.22000 , 700
-1.00286 , -0.21000 , 700
-1.00286 , -0.20000 , 700
-1.00286 , -0.19000 , 700
-1.00286 , -0.18000 , 700
-1.00286 , -0.17000 , 700
-1.00286 , -0.16000 , 700
-1.00286 , -0.15000 , 700
-1.00286 , -0.14000 , 700
-1.00286 , -0.13000 , 700
-1.00286 , -0.12000 , 700
-1.00286 , -0.11000 , 700
-1.00286 , -0.10000 , 700
-1.00286 , -0.09000 , 700
-1.00286 , -0.08000 , 700
-1.00286 , -0.07000 , 700
-1.00286 , -0.06000 , 700
-1.00286 , -0.05000 , 700
-1.00286 , -0.04000 , 700
-1.00286 , -0.03000 , 700
-1.00286 , -0.02000 , 700
-1.00286 , -0.01000 , 700
-1.00286 , 0.00000 , 700
-1.00286 , 0.01000 , 700
-1.00286 , 0.02000 , 700
-1.00286 , 0.03000 , 700
-1.00286 , 0.04000 , 700
-1.00286 , 0.05000 , 700
-1.00286 , 0.06000 , 700
-1.00286 , 0.07000 , 700
-1.00286 , 0.08000 , 700
-1.00286 , 0.09000 , 700
-1.00286 , 0.10000 , 700
-1.00286 , 0.11000 , 700
-1.00286 , 0.12000 , 700
-1.00286 , 0.13000 , 700
-1.00286 , 0.14000 , 700
-1.00286 , 0.15000 , 700
-1.00286 , 0.16000 , 700
-1.00286 , 0.17000 , 700
-1.00286 , 0.18000 , 700
-1.00286 , 0.19000 , 700
-1.00286 , 0.20000 , 700
-1.00286 , 0.21000 , 700
-1.00286 , 0.22000 , 700
-1.00286 , 0.23000 , 700
-1.00286 , 0.24000 , 700
-1.00286 , 0.25000 , 700
-1.00286 , 0.26000 , 700
-1.00286 , 0.27000 , 700
-1.00286 , 0.28000 , 700
-1.00286 , 0.29000 , 96
-1.00286 , 0.30000 , 36
-1.00286 , 0.31000 , 58
-1.00286 , 0.32000 , 17
-1.00286 , 0.33000 , 13
-1.00286 , 0.34000 , 11
-1.00286 , 0.35000 , 10
-1.00286 , 0.36000 , 10
-1.00286 , 0.37000 , 9
-1.00286 , 0.38000 , 8
-1.00286 , 0.39000 , 8
-1.00286 , 0.40000 , 7
-1.00286 , 0.41000 , 6
-1.00286 , 0.42000 , 6
-1.00286 , 0.43000 , 6
-1.00286 , 0.44000 , 5
-1.00286 , 0.45000 , 5
-1.00286 , 0.46000 , 5
-1.00286 , 0.47000 , 5
-1.00286 , 0.48000 , 5
-1.00286 , 0.49000 , 5
-1.00286 , 0.50000 , 5
-1.00286 , 0.51000 , 5
-1.00286 , 0.52000 , 5
-1.00286 , 0.53000 , 5
-1.00286 , 0.54000 , 5
-1.00286 , 0.55000 , 5
-1.00286 , 0.56000 , 5
-1.00286 , 0.57000 , 5
-1.00286 , 0.58000 , 5
-1.00286 , 0.59000 , 5
-1.00286 , 0.60000 , 4
-1.00286 , 0.61000 , 4
-1.00286 , 0.62000 , 4
-1.00286 , 0.63000 , 4
-1.00286 , 0.64000 , 4
-1.00286 , 0.65000 , 4
-1.00286 , 0.66000 , 4
-1.00286 , 0.67000 , 4
-1.00286 , 0.68000 , 4
-1.00286 , 0.69000 , 4
-1.00286 , 0.70000 , 4
-1.00286 , 0.71000 , 4
-1.00286 , 0.72000 , 4
-1.00286 , 0.73000 , 4
-1.00286 , 0.74000 , 4
-1.00286 , 0.75000 , 3
-1.00286 , 0.76000 , 3
-1.00286 , 0.77000 , 3
-1.00286 , 0.78000 , 3
-1.00286 , 0.79000 , 3
-1.00286 , 0.80000 , 3
-1.00286 , 0.81000 , 3
-1.00286 , 0.82000 , 3
-1.00286 , 0.83000 , 3
-1.00286 , 0.84000 , 3
-1.00286 , 0.85000 , 3
-1.00286 , 0.86000 , 3
-1.00286 , 0.87000 , 3
-1.00286 , 0.88000 , 3
-1.00286 , 0.89000 , 3
-1.00286 , 0.90000 , 3
-1.00286 , 0.91000 , 3
-1.00286 , 0.92000 , 3
-1.00286 , 0.93000 , 3
-1.00286 , 0.94000 , 3
-1.00286 , 0.95000 , 3
-1.00286 , 0.96000 , 3
-1.00286 , 0.97000 , 3
-1.00286 , 0.98000 , 3
-1.00286 , 0.99000 , 3
-0.99286 , -1.00000 , 3
-0.99286 , -0.99000 , 3
-0.99286 , -0.98000 , 3
-0.99286 , -0.97000 , 3
-0.99286 , -0.96000 , 3
-0.99286 , -0.95000 , 3
-0.99286 , -0.94000 , 3
-0.99286 , -0.93000 , 3
-0.99286 , -0.92000 , 3
-0.99286 , -0.91000 , 3
-0.99286 , -0.90000 , 3
-0.99286 , -0.89000 , 3
-0.99286 , -0.88000 , 3
-0.99286 , -0.87000 , 3
-0.99286 , -0.86000 , 3
-0.99286 , -0.85000 , 3
-0.99286 , -0.84000 , 3
-0.99286 , -0.83000 , 3
-0.99286 , -0.82000 , 3
-0.99286 , -0.81000 , 3
-0.99286 , -0.80000 , 3
-0.99286 , -0.79000 , 3
-0.99286 , -0.78000 , 3
-0.99286 , -0.77000 , 3
-0.99286 , -0.76000 , 3
-0.99286 , -0.75000 , 3
-0.99286 , -0.74000 , 4
-0.99286 , -0.73000 , 4
-0.99286 , -0.72000 , 4
-0.99286 , -0.71000 , 4
-0.99286 , -0.70000 , 4
-0.99286 , -0.69000 , 4
-0.99286 , -0.68000 , 4
-0.99286 , -0.67000 , 4
-0.99286 , -0.66000 , 4
-0.99286 , -0.65000 , 4
-0.99286 , -0.64000 , 4
-0.99286 , -0.63000 , 4
-0.99286 , -0.62000 , 4
-0.99286 , -0.61000 , 4
-0.99286 , -0.60000 , 5
-0.99286 , -0.59000 , 5
-0.99286 , -0.58000 , 5
-0.99286 , -0.57000 , 5
-0.99286 , -0.56000 , 5
-0.99286 , -0.55000 , 5
-0.99286 , -0.54000 , 5
-0.99286 , -0.53000 , 5
-0.99286 , -0.52000 , 5
-0.99286 , -0.51000 , 5
-0.99286 , -0.50000 , 5
-0.99286 , -0.49000 , 5
-0.99286 , -0.48000 , 5
-0.99286 , -0.47000 , 5
-0.99286 , -0.46000 , 5
-0.99286 , -0.45000 , 5
-0.99286 , -0.44000 , 6
-0.99286 , -0.43000 , 6
-0.99286 , -0.42000 , 6
-0.99286 , -0.41000 , 7
-0.99286 , -0.40000 , 7
-0.99286 , -0.39000 , 8
-0.99286 , -0.38000 , 8
-0.99286 , -0.37000 , 8
-0.99286 , -0.36000 , 9
-0.99286 , -0.35000 , 9
-0.99286 , -0.34000 , 10
-0.99286 , -0.33000 , 12
-0.99286 , -0.32000 , 19
-0.99286 , -0.31000 , 31
-0.99286 , -0.30000 , 66
-0.99286 , -0.29000 , 55
-0.99286 , -0.28000 , 115
-0.99286 , -0.27000 , 700
-0.99286 , -0.26000 , 700
-0.99286 , -0.25000 , 700
-0.99286 , -0.24000 , 700
-0.99286 , -0.23000 , 700
-0.99286 , -0.22000 , 700
-0.99286 , -0.21000 , 700
-0.99286 , -0.20000 , 700
-0.99286 , -0.19000 , 700
-0.99286 , -0.18000 , 700
-0.99286 , -0.17000 , 700
-0.99286 , -0.16000 , 700
-0.99286 , -0.15000 , 700
-0.99286 , -0.14000 , 700
-0.99286 , -0.13000 , 700
-0.99286 , -0.12000 , 700
-0.99286 , -0.11000 , 700
-0.99286 , -0.10000 , 700
-0.99286 , -0.09000 , 700
-0.99286 , -0.08000 , 700
-0.99286 , -0.07000 , 700
-0.99286 , -0.06000 , 700
-0.99286 , -0.05000 , 700
-0.99286 , -0.04000 , 700
-0.99286 , -0.03000 , 700
-0.99286 , -0.02000 , 700
-0.99286 , -0.01000 , 700
-0.99286 , 0.00000 , 700
-0.99286 , 0.01000 , 700
-0.99286 , 0.02000 , 700
-0.99286 , 0.03000 , 700
-0.99286 , 0.04000 , 700
-0.99286 , 0.05000 , 700
-0.99286 , 0.06000 , 700
-0.99286 , 0.07000 , 700
-0.99286 , 0.08000 , 700
-0.99286 , 0.09000 , 700
-0.99286 , 0.10000 , 700
-0.99286 , 0.11000 , 700
-0.99286 , 0.12000 , 700
-0.99286 , 0.13000 , 700
-0.99286 , 0.14000 , 700
-0.99286 , 0.15000 , 700
-0.99286 , 0.16000 , 700
-0.99286 , 0.17000 , 700
-0.99286 , 0.18000 , 700
-0.99286 , 0.19000 , 700
-0.99286 , 0.20000 , 700
-0.99286 , 0.21000 , 700
-0.99286 , 0.22000 , 700
-0.99286 , 0.23000 , 700
-0.99286 , 0.24000 , 700
-0.99286 , 0.25000 , 700
-0.99286 , 0.26000 , 700
-0.99286 , 0.27000 , 700
-0.99286 , 0.28000 , 115
-0.99286 , 0.29000 , 55
-0.99286 , 0.30000 , 66
-0.99286 , 0.31000 , 31
-0.99286 , 0.32000 , 19
-0.99286 , 0.33000 , 12
-0.99286 , 0.34000 , 10
-0.99286 , 0.35000 , 9
-0.99286 , 0.36000 , 9
-0.99286 , 0.37000 , 8
-0.99286 , 0.38000 , 8
-0.99286 , 0.39000 , 8
-0.99286 , 0.40000 , 7
-0.99286 , 0.41000 , 7
-0.99286 , 0.42000 , 6
-0.99286 , 0.43000 , 6
-0.99286 , 0.44000 , 6
-0.99286 , 0.45000 , 5
-0.99286 , 0.46000 , 5
-0.99286 , 0.47000 , 5
-0.99286 , 0.48000 , 5
-0.99286 , 0.49000 , 5
-0.99286 , 0.50000 , 5
-0.99286 , 0.51000 , 5
-0.99286 , 0.52000 , 5
-0.99286 , 0.53000 , 5
-0.99286 , 0.54000 , 5
-0.99286 , 0.55000 , 5
-0.99286 , 0.56000 , 5
-0.99286 , 0.57000 , 5
-0.99286 , 0.58000 , 5
-0.99286 , 0.59000 , 5
-0.99286 , 0.60000 , 5
-0.99286 , 0.61000 , 4
-0.99286 , 0.62000 , 4
-0.99286 , 0.63000 , 4
-0.99286 , 0.64000 , 4
-0.99286 , 0.65000 , 4
-0.99286 , 0.66000 , 4
-0.99286 , 0.67000 , 4
-0.99286 , 0.68000 , 4
-0.99286 , 0.69000 , 4
-0.99286 , 0.70000 , 4
-0.99286 , 0.71000 , 4
-0.99286 , 0.72000 , 4
-0.99286 , 0.73000 , 4
-0.99286 , 0.74000 , 4
-0.99286 , 0.75000 , 3
-0.99286 , 0.76000 , 3
-0.99286 , 0.77000 , 3
-0.99286 , 0.78000 , 3
-0.99286 , 0.79000 , 3
-0.99286 , 0.80000 , 3
-0.99286 , 0.81000 , 3
-0.99286 , 0.82000 , 3
-0.99286 , 0.83000 , 3
-0.99286 , 0.84000 , 3
-0.99286 , 0.85000 , 3
-0.99286 , 0.86000 , 3
-0.99286 , 0.87000 , 3
-0.99286 , 0.88000 , 3
-0.99286 , 0.89000 , 3
-0.99286 , 0.90000 , 3
-0.99286 , 0.91000 , 3
-0.99286 , 0.92000 , 3
-0.99286 , 0.93000 , 3
-0.99286 , 0.94000 , 3
-0.99286 , 0.95000 , 3
-0.99286 , 0.96000 , 3
-0.99286 , 0.97000 , 3
-0.99286 , 0.98000 , 3
-0.99286 , 0.99000 , 3
-0.98286 , -1.00000 , 3
-0.98286 , -0.99000 , 3
-0.98286 , -0.98000 , 3
-0.98286 , -0.97000 , 3
-0.98286 , -0.96000 , 3
-0.98286 , -0.95000 , 3
-0.98286 , -0.94000 , 3
-0.98286 , -0.93000 , 3
-0.98286 , -0.92000 , 3
-0.98286 , -0.91000 , 3
-0.98286 , -0.90000 , 3
-0.98286 , -0.89000 , 3
-0.98286 , -0.88000 , 3
-0.98286 , -0.87000 , 3
-0.98286 , -0.86000 , 3
-0.98286 , -0.85000 , 3
-0.98286 , -0.84000 , 3
-0.98286 , -0.83000 , 3
-0.98286 , -0.82000 , 3
-0.98286 , -0.81000 , 3
-0.98286 , -0.80000 , 3
-0.98286 , -0.79000 , 3
-0.98286 , -0.78000 , 3
-0.98286 , -0.77000 , 3
-0.98286 , -0.76000 , 3
-0.98286 , -0.75000 , 4
-0.98286 , -0.74000 , 4
-0.98286 , -0.73000 , 4
-0.98286 , -0.72000 , 4
-0.98286 , -0.71000 , 4
-0.98286 , -0.70000 , 4
-0.98286 , -0.69000 , 4
-0.98286 , -0.68000 , 4
-0.98286 , -0.67000 , 4
-0.98286 , -0.66000 , 4
-0.98286 , -0.65000 , 4
-0.98286 , -0.64000 , 4
-0.98286 , -0.63000 , 4
-0.98286 , -0.62000 , 4
-0.98286 , -0.61000 , 4
-0.98286 , -0.60000 , 5
-0.98286 , -0.59000 , 5
-0.98286 , -0.58000 , 5
-0.98286 , -0.57000 , 5
-0.98286 , -0.56000 , 5
-0.98286 , -0.55000 , 5
-0.98286 , -0.54000 , 5
-0.98286 , -0.53000 , 5
-0.98286 , -0.52000 , 5
-0.98286 , -0.51000 , 5
-0.98286 , -0.50000 , 5
-0.98286 , -0.49000 , 5
-0.98286 , -0.48000 , 5
-0.98286 , -0.47000 , 5
-0.98286 , -0.46000 , 5
-0.98286 , -0.45000 , 5
-0.98286 , -0.44000 , 6
-0.98286 , -0.43000 , 6
-0.98286 , -0.42000 , 6
-0.98286 , -0.41000 , 7
-0.98286 , -0.40000 , 7
-0.98286 , -0.39000 , 7
-0.98286 , -0.38000 , 8
-0.98286 , -0.37000 , 8
-0.98286 , -0.36000 , 9
-0.98286 , -0.35000 , 9
-0.98286 , -0.34000 , 9
-0.98286 , -0.33000 , 11
-0.98286 , -0.32000 , 14
-0.98286 , -0.31000 , 17
-0.98286 , -0.30000 , 37
-0.98286 , -0.29000 , 23
-0.98286 , -0.28000 , 41
-0.98286 , -0.27000 , 60
-0.98286 , -0.26000 , 176
-0.98286 , -0.25000 , 511
-0.98286 , -0.24000 , 700
-0.98286 , -0.23000 , 700
-0.98286 , -0.22000 , 700
-0.98286 , -0.21000 , 700
-0.98286 , -0.20000 , 700
-0.98286 , -0.19000 , 700
-0.98286 , -0.18000 , 700
-0.98286 , -0.17000 , 700
-0.98286 , -0.16000 , 700
-0.98286 , -0.15000 , 700
-0.98286 , -0.14000 , 700
-0.98286 , -0.13000 , 700
-0.98286 , -0.12000 , 700
-0.98286 , -0.11000 , 700
-0.98286 , -0.10000 , 700
-0.98286 , -0.09000 , 700
